Rk,Player,Twitter
1506,Jason Maxiell,JasonMaxiell
1507,Vernon Maxwell,vernonmaxwell11
1508,Sean May,BigMay42
1509,Eric Maynor,EMaynor3
1510,Luc Mbah a Moute,mbahamoute
1511,James Michael McAdoo,jamesmcadoo
1512,Miles McBride,deucemcb11
1513,Ray McCallum,RayMac3
1514,Mac McClung,McclungMac
1515,CJ McCollum,CJMcCollum
1516,Tim McCormick,TimMcCormick40
1517,K.J. McDaniels,KJMcDaniels
1518,Doug McDermott,dougmcdermott
1519,Hank McDowell,Skinnypalmer
1520,Mitch McGary,mitchmcgary
1521,JaVale McGee,JaValeMcGee
1522,Tracy McGrady,Real_T_Mac
1523,Cameron McGriff,cameron_mcgriff
1524,Jim McIlvaine,JimMcIlvaine
1525,Kevin McKenna,coachkmc3
1526,JaQuori McLaughlin,Jroc__3
1527,Ben McLemore,BenMcLemore
1528,Jack McMahon,
1529,Jordan McRae,JordyMac52
1530,Josh McRoberts,JoshMcRoberts11
1531,Jodie Meeks,Jmeeks20
1532,Khris Middleton,Khris22m
1533,Darius Miller,DmillerKY
1534,Isaiah Miller,isaiahmiller_1
1535,Mike Miller,MikeMiller_13
1536,Quincy Miller,qmillertime
1537,Reggie Miller,ReggieMillerTNT
1538,Patty Mills,Patty_Mills
1539,Terry Mills,terrymills_
1540,Paul Millsap,Paulmillsap4
1541,Yao Ming,YaoMing
1542,Nikola Mirotić,NikolaMirotic33
1543,Davion Mitchell,hoopculture13
1544,Sam Mitchell,SamMitchellNBA
1545,Tony Mitchell,TonyMitchUNENO
1546,Tony Mitchell,tmitch_5
1547,Evan Mobley,evanmobley
1548,Nazr Mohammed,NazrMohammed
1549,Greg Monroe,M10OSE
1550,E.J. Montgomery,EJMontgomery23
1551,Moses Moody,mosesmoody
1552,E'Twaun Moore,ETwaun55
1553,Richie Moore,
1554,Darius Morris,dariusmorris4
1555,Marcus Morris Sr.,MookMorris2
1556,Markieff Morris,Keefmorris
1557,Anthony Morrow,MrAnthonyMorrow
1558,Johnathan Motley,Moneymot5
1559,Arnett Moultrie,amoultrie
1560,Shabazz Muhammad,ShabazzMuhammad
1561,Ade Murkey,0_murk
1562,Trey Murphy III,treymurphy
1563,Troy Murphy,
1564,Tracy Murray,RealTracyMurray
1565,Toure' Murry,toure_murry
1566,Mike Muscala,mikemuscala
1567,Dikembe Mutombo,officialmutombo
1568,Hamady N'Diaye,H55ndiaye
1569,Shabazz Napier,ShabazzNapier
1570,Steve Nash,SteveNash
1571,Jameer Nelson,jameernelson
1572,RJ Nembhard Jr.,RubeNembhard
1573,Ruben Nembhard,
1574,Johnny Newman,jnewNBA
1575,Andrew Nicholson,nicholaf44
1576,Daishen Nix,djfromveg
1577,Norm Nixon,NormNixon
1578,Joakim Noah,JoakimNoah
1579,Andrés Nocioni,SoyElChapu
1580,Steve Novak,stevenovak16
1581,Dirk Nowitzki,swish41
1582,James Nunnally,allornunn21
1583,Patrick O'Bryant,13POB13
1584,Shaquille O'Neal,SHAQ
1585,Kyle O'Quinn,Kyle_OQuinn
1586,Lamar Odom,RealLamarOdom
1587,Emeka Okafor,BigMek50
1588,Onyeka Okongwu,BigO21_
1589,Mehmet Okur,MehmetOkur13
1590,Victor Oladipo,VicOladipo
1591,Hakeem Olajuwon,DR34M
1592,Kelly Olynyk,KellyOlynyk
1593,Eugene Omoruyi,
1594,E.J. Onu,ej35_
1595,Arinze Onuaku,arinze_onuaku
1596,Daniel Orton,danielorton21
1597,Trayvon Palmer,
1598,Kevin Pangos,KPangos
1599,Jannero Pargo,jpargo1
1600,Anthony Parker,_AnthonyParker
1601,Jabari Parker,JabariParker
1602,Tony Parker,tonyparker
1603,Chandler Parsons,ChandlerParsons
1604,Devonte Patterson,DPattersonn
1605,Lamar Patterson,LP21_
1606,Patrick Patterson,pdpatt
1607,Chris Paul,CP3
1608,Adreian Payne,Adreian_Payne
1609,Elfrid Payton,elfrid
1610,Gary Payton,GaryPayton
1611,Elijah Pemberton,ElijahPemberto1
1612,Will Perdue,Will_Perdue32
1613,Jim Petersen,JimPeteHoops
1614,Morris Peterson,mopete24
1615,Filip Petrušev,PetrusevFilip
1616,John Petty Jr.,jpetty2324
1617,Jamorko Pickett,JamorkoP1
1618,Paul Pierce,paulpierce34
1619,Scottie Pippen,ScottiePippen
1620,Mason Plumlee,masonplumlee
1621,Miles Plumlee,milesplumlee13
1622,Olden Polynice,OldenPolynice1
1623,Quincy Pondexter,QuincyPondexter
1624,Yves Pons,Airpons
1625,Jontay Porter,JontayPorter
1626,Otto Porter Jr.,OttoPorter
1627,Vitaly Potapenko,
1628,Micah Potter,BigJam_23
1629,Leon Powe,Leon_Powe
1630,Dwight Powell,DwightPowell33
1631,Josh Powell,JP21Reasons
1632,Phil Pressey,philpressey
1633,Jason Preston,Treballjay11
1634,A.J. Price,realAJPrice
1635,Mark Price,Mark25Price
1636,Joshua Primo,JoshuaPrimo4
1637,Laron Profit,Profit4eva
1638,Neemias Queta,nemi1599
1639,Brandon Rachal,breezy_thegreat
1640,Julius Randle,J30_RANDLE
1641,Anthony Randolph,TheARandolph
1642,Zach Randolph,MacBo50
1643,Theo Ratliff,shotblocker42
1644,Leo Rautins,LeoRautins
1645,J.J. Redick,jj_redick
1646,Nate Renfro,nate_renfro
1647,Glen Rice,glenrice41
1648,Jason Richardson,jrich23
1649,Quentin Richardson,QRich
1650,Mitch Richmond,MitchRichmond23
1651,Austin Rivers,AustinRivers25
1652,Doc Rivers,DocRivers
1653,Andre Roberson,FlyDre21
1654,Clifford Robinson,UncleCliffy30
1655,David Robinson,DavidtheAdmiral
1656,Nate Robinson,nate_robinson
1657,Thomas Robinson,Trobinson0
1658,Glenn Robinson III,GRIII
1659,Jeremiah Robinson-Earl,JCREarl
1660,Sergio Rodríguez,SergioRodriguez
1661,Rajon Rondo,RajonRondo
1662,Derrick Rose,drose
1663,Jalen Rose,jalenrose
1664,Quinton Rose,qrose_3
1665,Quinton Ross,
1666,Terrence Ross,TerrenceRoss
1667,Ricky Rubio,rickyrubio9
1668,Brandon Rush,BRush_25
1669,Kareem Rush,kareemrush
1670,Bill Russell,realbillrussell
1671,Bryon Russell,BRuss3
1672,Matt Ryan,Matt_Ryan04
1673,Robert Sacre,Bobby_Sacre
1674,John Salley,thejohnsalley
1675,Larry Sanders,l8show_thegoat
1676,Dario Šarić,dariosaric
1677,Olivier Sarr,sarr_olivier
1678,Brian Scalabrine,Scalabrine
1679,Billy Schaeffer,
1680,Jordan Schakel,jordanschakel
1681,Detlef Schrempf,Dschrempf
1682,Luis Scola,LScola4
1683,Dennis Scott,dennis3dscott
1684,Mike Scott,mikescott
1685,Tre Scott,trescott13
1686,Ed Searcy,
1687,Alperen Şengün,alperennsengun
1688,Ramon Sessions,SessionsRamon
1689,Nate Sestina,NateSestina23
1690,Day'Ron Sharpe,dayron_sharpe
1691,Devontae Shuler,Devontae_Shuler
1692,Iman Shumpert,imanshumpert
1693,Bobby Simmons,bobbysimmons21
1694,Aamir Simms,EarlShmitty_
1695,Henry Sims,H_Sims14
1696,Jericho Sims,
1697,Kyle Singler,KyleSingler
1698,Chris Singleton,C_SING31
1699,Deividas Sirvydis,
1700,Peyton Siva,PeypeySiva3
1701,Tamar Slay,slay9
1702,Donald Sloan,dsloan15
1703,Javonte Smart,JavonteSmart
1704,Marcus Smart,smart_MS3
1705,Chris Smith,SCS599
1706,Craig Smith,Csmeezy1
1707,Dru Smith,dru_smith_12
1708,Greg Smith,Ju_Smith4
1709,Ish Smith,IshSmith
1710,J.R. Smith,TheRealJRSmith
1711,Jason Smith,JasonSmith014
1712,Joe Smith,JoeBeast95
1713,Kenny Smith,TheJetOnTNT
1714,Steve Smith,steve21smith
1715,Tony Smith,AnalystTSmith34
1716,Xavier Sneed,Luh_Sneed
1717,Tony Snell,TonySnell21_
1718,Marreese Speights,Mospeights16
1719,Tiago Splitter,tiagosplitter
1720,Larry Spriggs,spriggy35
1721,Jaden Springer,jadenspringer11
1722,Jerry Stackhouse,jerrystackhouse
1723,Terence Stansbury,360StatueofLibe
1724,John Starks,StarksTheDunk
1725,Nik Stauskas,NStauskas11
1726,Lance Stephenson,StephensonLance
1727,DJ Steward,swipasnipa
1728,D. J. Stewart Jr.,djstewart187
1729,Greg Stiemsma,gregstiemsma
1730,Jarnell Stokes,JarnellStokes
1731,Julyan Stone,Julyan_Stone
1732,Rod Strickland,rod_strickland
1733,Jalen Suggs,jalensuggs
1734,Jared Sullinger,Jared_Sully0
1735,Craig Sword,
1736,Wally Szczerbiak,wallyball
1737,Chris Taft,BlessedTaft
1738,Anthony Tarke,AnthonyTarke
1739,Terry Taylor,TerryTaylor21
1740,Tyshawn Taylor,tyshawntaylor
1741,Jeff Teague,Teague0
1742,MaCio Teague,_MrDoWork
1743,Marquis Teague,marquisteague25
1744,Sebastian Telfair,BassyS31T
1745,Garrett Temple,GTemp17
1746,Jason Terry,jasonterry31
1747,Jon Teske,JonTeske
1748,Hasheem Thabeet,HasheemTheDream
1749,Xavier Thames,Xthames2
1750,Reggie Theus,ReggieTheus
1751,Adonis Thomas,AllDayThomas
1752,Brodric Thomas,TheReal__BT3
1753,Cam Thomas,24_camthomas
1754,Isaiah Thomas,isaiahthomas
1755,Isiah Thomas,IsiahThomas
1756,Lance Thomas,MrLance42
1757,Ethan Thompson,_ethanthompson5
1758,Jason Thompson,jtthekid
1759,Klay Thompson,KlayThompson
1760,Mychal Thompson,champagnennuts
1761,Tristan Thompson,RealTristan13
1762,JT Thor,thorrjt
1763,Al Thornton,AThornton14
1764,Marcus Thornton,OfficialMT23
1765,Tre'Shawn Thurman,
1766,Justin Tillman,
1767,Jeremiah Tilmon,jeremiahtilmon_
1768,Jamaal Tinsley,jatinsley
1769,Isaiah Todd,zaytodd
1770,Anthony Tolliver,ATolliver44
1771,Ronny Turiaf,Ronny_Turiaf
1772,Evan Turner,thekidet
1773,Breein Tyree,Breeintyree
1774,Ekpe Udoh,EkpeUdoh
1775,Jonas Valančiūnas,JValanciunas
1776,Nick Van Exel,vanexel31
1777,Jarvis Varnado,RealSwat32
1778,Greivis Vásquez,greivisvasquez
1779,Christian Vital,I_AMCV
1780,Nikola Vučević,NikolaVucevic
1781,Dwyane Wade,DwyaneWade
1782,Von Wafer,vonwafer13
1783,Franz Wagner,franzboogie
1784,Ish Wainright,Wainright24
1785,Dion Waiters,dionwaiters3
1786,Antoine Walker,WalkerAntoine8
1787,Kemba Walker,KembaWalker
1788,M.J. Walker,Mjwalker_23
1789,John Wall,JohnWall
1790,Bill Walton,BillWalton
1791,John Warren,
1792,T.J. Warren,TonyWarrenJr
1793,Hakim Warrick,hdubb21
1794,Duane Washington,
1795,Duane Washington Jr.,dwizthekid4
1796,Trendon Watford,trendonw
1797,C.J. Watson,quietstorm_32
1798,Earl Watson,Earl_Watson
1799,Ibi Watson,ibi_watson_2
1800,Maalik Wayns,MaalikWayns2
1801,Chris Webber,realchriswebber
1802,Romeo Weems,romeoweems_uno
1803,Bonzi Wells,BonziWells
1804,Bill Wennington,34billy42
1805,David West,D_West30
1806,Delonte West,delontewest
1807,Mark West,mwest41
1808,Russell Westbrook,russwest44
1809,Joe Wieskamp,JWieskamp21
1810,Aaron Wiggins,Aaron_Wiggins_
1811,Andrew Wiggins,22wiggins
1812,C.J. Wilcox,UCjwilcox23W
1813,Damien Wilkins,dwilkins3000
1814,Dominique Wilkins,DWilkins21
1815,Brandon Williams,TheeBWill
1816,Deron Williams,DeronWilliams
1817,Derrick Williams,DWXXIII
1818,Elliot Williams,ewill901
1819,Jay Williams,RealJayWilliams
1820,Jerome Williams,JunkYardDogJW
1821,Mo Williams,mowilliams
1822,Reggie Williams,reggiew55
1823,Shelden Williams,SheldenWilliams
1824,Ziaire Williams,therealZiaire
1825,Dylan Windler,Dylan_Windler23
1826,Dave Winfield,DaveWinfieldHOF
1827,Jeff Withey,JeffWithey
1828,Nate Wolters,NateWolters
1829,James Worthy,JamesWorthy42
1830,Brandan Wright,bwright34
1831,Chris Wright,flyght33wright
1832,Dorell Wright,DWRIGHTWAY1
1833,McKinley Wright IV,kin_wright25
1834,Moses Wright,mant12_
1835,Tony Wroten,TWroten_LOE
1836,James Young,realjamesyoung
1837,Nick Young,NickSwagyPYoung
1838,Thaddeus Young,yungsmoove21
1839,Zeke Zawoluk,
1840,Marcus Zegarowski,MZegarowski1
1841,Cody Zeller,CodyZeller
1842,Tyler Zeller,ZellerTyler
1843,Cameron Johnson,camjohnson23
